StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,QID1_1,QID1_2,QID1_3,QID1_4,SMS_1,SMS_2,SMS_3,SMS_4,SMS_5,SMS_6,SMS_7,SMS_8,SMS_9,SMS_10,SMS_11,SMS_12,SMS_13,SMS_14,SMS_15,SMS_16,SMS_17,SMS_18,SMS_19,SMS_20,SMS_21,Attrak_1,Attrak_2,Attrak_3,Attrak_4,Attrak_5,Attrak_6,Attrak_7,Attrak_8,Attrak_9,Attrak_10,Attrak_11,Attrak_12,Attrak_13,Attrak_14,Attrak_15,Attrak_16,Attrak_17,Attrak_18,Attrak_19,Attrak_20,Attrak_21,Attrak_22,Attrak_23,Attrak_24,Attrak_25,Attrak_26,Attrak_27,Attrak_28,SUS_1,SUS_2,SUS_3,SUS_4,SUS_5,SUS_6,SUS_7,SUS_8,SUS_9,SUS_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Age,Gender,Gender.1,Q13
2022-08-02 10:32,2022-08-02 10:40,IP Address,138.246.3.121,100,509,TRUE,2022-08-02 10:40,R_1mzc00vI2p1FVG3,,,,,48.1787,11.5617,anonymous,EN,13,Disagree,Completely Agree,Completely Agree,Agree,Neutral,4,Very well,Neutral,4,Neutral,Neutral,4,4,Very well,Neutral,2,Very well,Neutral,Very well,Very well,4,4,Very well,Neutral,4,3,6,2,1,1,4,2,1,3,4,5,4,5,2,2,4,4,6,2,5,4,3,2,5,2,3,2,4,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,4,2,3,1 - Strongly Disagree,3 - Somewhat Frequently,2 - Very Frequently,3 - Somewhat Frequently,2 - Very Frequently,3 - Somewhat Frequently,1 - Almost Always,5 - Very Infrequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,6 - Almost Never,3 - Somewhat Frequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,27,Male,,Less than 6 months
2022-08-02 10:47,2022-08-02 10:52,IP Address,138.246.3.121,100,285,TRUE,2022-08-02 10:52,R_2t9C28KuBD1ZXo8,,,,,48.1787,11.5617,anonymous,EN,14,Completely Disagree,Agree,Completely Agree,Agree,Neutral,4,Very well,4,Neutral,4,Neutral,4,4,Very well,2,2,4,4,4,4,4,Very well,4,2,4,6,7,2,1,4,2,5,1,2,6,5,1,5,6,1,5,5,6,2,6,6,2,2,5,5,1,1,6,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Very Infrequently,3 - Somewhat Frequently,5 - Very Infrequently,4 - Somewhat Infrequently,6 - Almost Never,3 - Somewhat Frequently,5 - Very Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,26,Female,,Less than 6 months
2022-08-05 03:54,2022-08-05 04:05,IP Address,46.205.146.10,100,618,TRUE,2022-08-05 04:05,R_31nsd5tUoKd7aDs,,,,,53.4286,14.5475,anonymous,EN,NP09,Agree,Agree,Disagree,Agree,Very well,Very well,Neutral,4,Very well,Very well,Neutral,4,2,4,Very well,4,4,4,Very well,4,4,4,Very well,Neutral,Very well,2,7,2,2,3,4,4,1,4,6,1,3,4,5,2,6,7,7,1,5,6,2,1,6,5,2,2,5,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,2,4,2,5 - Strongly Agree,1 - Strongly Disagree,6 - Almost Never,3 - Somewhat Frequently,3 - Somewhat Frequently,2 - Very Frequently,5 - Very Infrequently,1 - Almost Always,2 - Very Frequently,2 - Very Frequently,3 - Somewhat Frequently,2 - Very Frequently,2 - Very Frequently,2 - Very Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,6 - Almost Never,24,Female,,Greater than 1 year
2022-08-05 04:11,2022-08-05 04:18,IP Address,46.205.146.10,100,427,TRUE,2022-08-05 04:18,R_V53YmrkvwkCuGid,,,,,53.4286,14.5475,anonymous,EN,NP10,Neutral,Agree,Agree,Disagree,4,Neutral,4,Neutral,2,4,Neutral,Neutral,4,4,4,2,4,4,4,4,4,Neutral,4,Neutral,4,3,5,3,6,2,2,5,1,2,5,2,2,1,6,1,4,5,5,2,4,5,2,2,5,4,3,5,6,1 - Strongly Disagree,2,3,1 - Strongly Disagree,4,1 - Strongly Disagree,4,3,5 - Strongly Agree,1 - Strongly Disagree,2 - Very Frequently,5 - Very Infrequently,4 - Somewhat Infrequently,1 - Almost Always,3 - Somewhat Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,5 - Very Infrequently,4 - Somewhat Infrequently,2 - Very Frequently,6 - Almost Never,4 - Somewhat Infrequently,3 - Somewhat Frequently,3 - Somewhat Frequently,24,Male,,Greater than 1 year
2022-08-05 03:44,2022-08-05 04:44,IP Address,138.246.3.121,100,3627,TRUE,2022-08-05 04:44,R_2xymURyjmRnwUpi,,,,,48.1787,11.5617,anonymous,EN,17,Completely Disagree,Completely Agree,Completely Agree,Completely Agree,4,Very well,Very well,Neutral,Very well,Very well,Very well,Very well,Neutral,4,Neutral,4,Very well,Very well,Very well,Very well,Very well,Very well,Very well,Very well,Very well,1,7,1,1,1,1,7,1,1,6,2,2,5,4,1,7,7,7,1,7,7,7,1,7,7,1,3,7,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,2,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,2,4 - Somewhat Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,1 - Almost Always,3 - Somewhat Frequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,3 - Somewhat Frequently,5 - Very Infrequently,25,Female,,Less than 6 months
2022-08-05 04:47,2022-08-05 04:58,IP Address,138.246.3.121,100,679,TRUE,2022-08-05 04:58,R_3QGbROLQSCbgeyG,,,,,48.1787,11.5617,anonymous,EN,18,Completely Disagree,Completely Agree,Completely Agree,Agree,Neutral,4,4,Very well,Very well,Neutral,Very well,4,Not Well,4,4,Neutral,4,4,2,Very well,Neutral,Neutral,4,Very well,4,3,7,1,4,5,2,4,2,2,6,2,1,6,7,4,3,3,6,2,6,4,4,1,6,4,3,1,6,3,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,3,3,1 - Strongly Disagree,3 - Somewhat Frequently,6 - Almost Never,2 - Very Frequently,1 - Almost Always,2 - Very Frequently,1 - Almost Always,3 - Somewhat Frequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,1 - Almost Always,3 - Somewhat Frequently,1 - Almost Always,2 - Very Frequently,5 - Very Infrequently,23,Female,,Less than 1 year
2022-08-06 06:40,2022-08-06 06:56,IP Address,188.146.139.15,100,931,TRUE,2022-08-06 06:56,R_b4rKO1cVqupzqGR,,,,,52.4052,16.9339,anonymous,EN,NP11,Disagree,Completely Agree,Agree,Agree,Neutral,Neutral,Very well,Very well,Very well,Neutral,Very well,Very well,Neutral,Very well,Neutral,Very well,Neutral,Neutral,Neutral,Very well,Very well,Neutral,Very well,Very well,Neutral,3,5,2,2,4,4,5,2,1,4,4,7,4,6,1,4,5,7,1,6,5,4,2,4,6,2,2,6,3,1 - Strongly Disagree,4,2,4,1 - Strongly Disagree,5 - Strongly Agree,3,3,2,3 - Somewhat Frequently,3 - Somewhat Frequently,5 - Very Infrequently,5 - Very Infrequently,5 - Very Infrequently,1 - Almost Always,2 - Very Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,2 - Very Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,23,Female,,Greater than 1 year
2022-08-06 06:58,2022-08-06 07:08,IP Address,188.146.139.15,100,590,TRUE,2022-08-06 07:08,R_1jcDu7yOi30TiRg,,,,,52.4052,16.9339,anonymous,EN,NP12,Disagree,Agree,Completely Agree,Agree,Neutral,Very well,Very well,Very well,Very well,Very well,Very well,Very well,Neutral,Very well,Very well,Not Well,Not Well,Neutral,Very well,Very well,Very well,Very well,Not Well,Very well,Very well,3,5,2,2,4,5,6,2,2,5,5,2,2,5,2,5,5,2,2,5,6,5,2,5,6,2,4,6,4,2,4,1 - Strongly Disagree,4,2,4,1 - Strongly Disagree,4,1 - Strongly Disagree,2 - Very Frequently,2 - Very Frequently,3 - Somewhat Frequently,1 - Almost Always,2 - Very Frequently,5 - Very Infrequently,2 - Very Frequently,3 - Somewhat Frequently,2 - Very Frequently,3 - Somewhat Frequently,5 - Very Infrequently,3 - Somewhat Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,5 - Very Infrequently,21,Male,,Less than 1 year
2022-08-08 10:21,2022-08-08 10:33,IP Address,188.146.139.15,100,757,TRUE,2022-08-08 10:33,R_8enFqlNPsWiPgit,,,,,52.4052,16.9339,anonymous,EN,NP13,Disagree,Agree,Agree,Completely Agree,Neutral,4,Very well,Neutral,2,Neutral,Very well,4,Not Well,Very well,4,Neutral,Very well,Very well,4,4,4,Neutral,Neutral,4,Very well,2,7,2,1,3,3,7,6,2,6,3,6,4,7,1,6,5,6,2,2,6,4,2,5,3,1,1,5,5 - Strongly Agree,2,5 - Strongly Agree,1 - Strongly Disagree,3,2,5 - Strongly Agree,1 - Strongly Disagree,3,2,4 - Somewhat Infrequently,6 - Almost Never,3 - Somewhat Frequently,2 - Very Frequently,5 - Very Infrequently,1 - Almost Always,3 - Somewhat Frequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,2 - Very Frequently,5 - Very Infrequently,6 - Almost Never,5 - Very Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,22,Female,,Greater than 1 year
2022-08-08 10:38,2022-08-08 10:46,IP Address,188.146.139.15,100,499,TRUE,2022-08-08 10:46,R_2tipKmlWX1IubJs,,,,,52.4052,16.9339,anonymous,EN,NP14,Neutral,Completely Agree,Completely Agree,Neutral,Neutral,Neutral,Very well,Very well,Neutral,Neutral,Very well,Very well,Not Well,Very well,Neutral,Neutral,Neutral,Very well,Not Well,Very well,Not Well,Very well,Very well,Very well,Neutral,5,5,2,3,3,2,6,3,3,5,3,5,4,6,6,5,2,6,3,6,6,6,2,6,3,2,4,6,3,2,5 - Strongly Agree,1 - Strongly Disagree,4,2,4,4,4,2,4 - Somewhat Infrequently,6 - Almost Never,5 - Very Infrequently,3 - Somewhat Frequently,3 - Somewhat Frequently,2 - Very Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,5 - Very Infrequently,22,Female,,Greater than 1 year
2022-08-09 06:47,2022-08-09 06:56,IP Address,138.246.3.172,100,519,TRUE,2022-08-09 06:56,R_wWQePg12Ulw1HPz,,,,,48.1787,11.5617,anonymous,EN,19,Neutral,Completely Agree,Agree,Agree,Very well,Very well,4,4,Very well,Very well,2,Very well,Very well,Very well,Very well,Very well,Neutral,Neutral,4,Very well,Very well,Very well,Very well,Very well,Neutral,6,6,6,1,1,2,6,2,1,3,1,1,7,7,1,7,7,7,2,7,7,4,1,3,1,1,1,7,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,6 - Almost Never,3 - Somewhat Frequently,4 - Somewhat Infrequently,1 - Almost Always,6 - Almost Never,2 - Very Frequently,5 - Very Infrequently,5 - Very Infrequently,6 - Almost Never,5 - Very Infrequently,3 - Somewhat Frequently,6 - Almost Never,1 - Almost Always,3 - Somewhat Frequently,6 - Almost Never,24,Female,,Less than 1 year
2022-08-09 07:01,2022-08-09 07:10,IP Address,138.246.3.172,100,543,TRUE,2022-08-09 07:11,R_33gzMdWwgtXgVCE,,,,,48.1787,11.5617,anonymous,EN,20,Completely Disagree,Completely Agree,Completely Agree,Agree,4,Not Well,Very well,2,4,2,2,Not Well,2,4,2,2,2,2,4,4,Very well,4,4,Very well,2,5,6,2,5,5,2,6,2,2,5,6,1,2,6,1,5,5,5,1,6,5,3,6,5,2,1,6,6,2,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,2,1 - Strongly Disagree,5 - Strongly Agree,4,5 - Strongly Agree,1 - Strongly Disagree,3 - Somewhat Frequently,5 - Very Infrequently,3 - Somewhat Frequently,1 - Almost Always,1 - Almost Always,1 - Almost Always,3 - Somewhat Frequently,5 - Very Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,2 - Very Frequently,3 - Somewhat Frequently,28,Male,,Less than 1 year
2022-08-09 11:01,2022-08-09 11:35,IP Address,138.246.3.121,100,2050,TRUE,2022-08-09 11:35,R_3iIpDrpiGMPN8tL,,,,,48.1787,11.5617,anonymous,EN,16,Completely Disagree,Completely Agree,Completely Agree,Agree,Neutral,2,4,2,Neutral,4,4,2,Not Well,4,4,2,2,2,Not Well,4,2,Neutral,4,2,Neutral,1,7,1,3,4,3,5,3,3,5,5,4,5,6,1,7,7,7,1,5,5,4,3,5,4,1,4,6,3,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,2,5 - Strongly Agree,3,5 - Strongly Agree,1 - Strongly Disagree,2 - Very Frequently,1 - Almost Always,1 - Almost Always,2 - Very Frequently,2 - Very Frequently,4 - Somewhat Infrequently,2 - Very Frequently,3 - Somewhat Frequently,2 - Very Frequently,2 - Very Frequently,4 - Somewhat Infrequently,1 - Almost Always,1 - Almost Always,1 - Almost Always,2 - Very Frequently,23,Female,,Less than 1 year
2022-08-09 11:39,2022-08-09 11:45,IP Address,138.246.3.121,100,330,TRUE,2022-08-09 11:45,R_eR06VwjPQD6w6uB,,,,,48.1787,11.5617,anonymous,EN,15,Completely Disagree,Agree,Completely Agree,Agree,2,2,4,4,2,2,2,2,Not Well,4,Not Well,2,Not Well,2,Not Well,4,2,2,Neutral,Not Well,2,3,6,2,3,2,2,6,2,2,6,3,3,4,6,6,5,5,6,2,6,6,5,2,6,6,2,2,6,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,3,4,1 - Strongly Disagree,3 - Somewhat Frequently,2 - Very Frequently,4 - Somewhat Infrequently,1 - Almost Always,5 - Very Infrequently,1 - Almost Always,1 - Almost Always,2 - Very Frequently,2 - Very Frequently,2 - Very Frequently,2 - Very Frequently,3 - Somewhat Frequently,1 - Almost Always,2 - Very Frequently,1 - Almost Always,23,Female,,Less than 1 year
2022-08-10 09:48,2022-08-10 09:57,IP Address,188.146.139.15,100,518,TRUE,2022-08-10 09:57,R_1ot1u5cobhTRSmj,,,,,52.4052,16.9339,anonymous,EN,NP15,Completely Disagree,Completely Agree,Completely Agree,Completely Agree,4,Neutral,Very well,Very well,Very well,Neutral,Very well,Neutral,Neutral,Very well,4,4,Very well,4,2,Very well,Neutral,Very well,Very well,Very well,Neutral,2,7,1,1,2,2,7,1,2,7,1,7,7,7,1,7,7,7,1,7,7,1,1,7,7,1,1,7,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,2,5 - Strongly Agree,1 - Strongly Disagree,4 - Somewhat Infrequently,2 - Very Frequently,1 - Almost Always,2 - Very Frequently,4 - Somewhat Infrequently,2 - Very Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,5 - Very Infrequently,4 - Somewhat Infrequently,2 - Very Frequently,5 - Very Infrequently,2 - Very Frequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,31,Female,,Less than 1 month
